,GeoFips,GeoName,county,state_id,Year,Population,Personal Income,GDP Per Capita,IsChampion,IsNBA,GDP Per Capita Growth,Population Growth,Personal Income Growth,Percent pop diff from dataset mean,Percent gdp diff from dataset mean,Percent personal income diff from dataset mean,Percent pop diff from nba mean,Percent gdp diff from nba mean,Percent personal income diff from nba mean
563,17043,"DuPage, IL",DuPage,IL,2016,940052,61937760,65888,FALSE,FALSE,0.010273237,-0.000947984,0.009306554,0.584712557,1.083519909,0.64104467,,,
490,17043,"DuPage, IL",DuPage,IL,2015,940944,61366648,65218,FALSE,FALSE,0.059060424,0.001675591,0.060840311,0.585267381,1.072501843,0.635133764,,,
707,17043,"DuPage, IL",DuPage,IL,2014,939370,57847206,61581,FALSE,FALSE,0.04317997,0.0027391,0.046037436,0.584288352,1.012691833,0.598708172,,,
637,17043,"DuPage, IL",DuPage,IL,2013,936804,55301277,59032,FALSE,FALSE,0.007767554,0.005337884,0.013139252,0.5826923,0.970773848,0.572358265,,,
780,17043,"DuPage, IL",DuPage,IL,2012,931830,54584083,58577,FALSE,FALSE,0,0,0,0.579598471,0.96329143,0.564935437,,,
173,12031,"Duval, FL",Duval,FL,2022,1016536,57096971,56168,FALSE,FALSE,0.014888696,0.014251905,0.029351913,0.632285622,0.923675726,0.590943375,,,
96,12031,"Duval, FL",Duval,FL,2021,1002252,55468854,55344,FALSE,FALSE,0.108920414,0.004659163,0.114098205,0.623400971,0.91012515,0.574092657,,,
19,12031,"Duval, FL",Duval,FL,2020,997604,49788119,49908,FALSE,FALSE,0.067779204,0.011026386,0.079550364,0.620509914,0.82073081,0.515298072,,,
404,12031,"Duval, FL",Duval,FL,2019,986724,46119311,46740,FALSE,FALSE,0.048334642,0.012933658,0.061891053,0.613742551,0.768633447,0.47732657,,,
328,12031,"Duval, FL",Duval,FL,2018,974125,43431302,44585,FALSE,FALSE,0.024047958,0.015047662,0.039466919,0.60590597,0.733194742,0.44950616,,,
252,12031,"Duval, FL",Duval,FL,2017,959684,41782284,43538,FALSE,FALSE,0.054904051,0.016105278,0.071887498,0.596923665,0.715976958,0.432439121,,,
553,12031,"Duval, FL",Duval,FL,2016,944473,38980102,41272,FALSE,FALSE,0.011345537,0.020533351,0.032104454,0.58746242,0.678712872,0.403437041,,,
480,12031,"Duval, FL",Duval,FL,2015,925470,37767594,40809,FALSE,FALSE,0.037024802,0.018646625,0.056366904,0.575642549,0.671098895,0.390887802,,,
697,12031,"Duval, FL",Duval,FL,2014,908529,35752345,39352,FALSE,FALSE,0.025833529,0.015223962,0.041458182,0.565105243,0.647138712,0.370030337,,,
627,12031,"Duval, FL",Duval,FL,2013,894905,34329122,38361,FALSE,FALSE,-0.008067644,0.009735105,0.00158776,0.556631112,0.630841841,0.355300235,,,
770,12031,"Duval, FL",Duval,FL,2012,886277,34274702,38673,FALSE,FALSE,0,0,0,0.551264494,0.635972642,0.354736998,,,
221,48141,"El Paso, TX",El Paso,TX,2022,868763,38397840,44198,FALSE,FALSE,0.001813319,0.000779877,0.002601349,0.540370782,0.726830575,0.397410734,,,
143,48141,"El Paso, TX",El Paso,TX,2021,868086,38298213,44118,FALSE,FALSE,0.097845021,0.001776014,0.099805991,0.539949688,0.725514985,0.396379613,,,
66,48141,"El Paso, TX",El Paso,TX,2020,866547,34822699,40186,FALSE,FALSE,0.088520505,0.007912821,0.097119082,0.53899243,0.660853738,0.360408668,,,
451,48141,"El Paso, TX",El Paso,TX,2019,859744,31740127,36918,FALSE,FALSE,0.044356436,0.005099476,0.049699501,0.534760962,0.607111887,0.328504603,,,
375,48141,"El Paso, TX",El Paso,TX,2018,855382,30237346,35350,FALSE,FALSE,0.044097232,0.002229698,0.046411489,0.532047797,0.581326323,0.31295109,,,
299,48141,"El Paso, TX",El Paso,TX,2017,853479,28896229,33857,FALSE,FALSE,0.030623116,0.005196292,0.035972661,0.530864131,0.556774125,0.29907077,,,
598,48141,"El Paso, TX",El Paso,TX,2016,849067,27892849,32851,FALSE,FALSE,0.012419872,0.006128725,0.018618324,0.528119866,0.540230581,0.288685968,,,
524,48141,"El Paso, TX",El Paso,TX,2015,843895,27383023,32448,FALSE,FALSE,0.028821459,0.000442194,0.029300089,0.524902881,0.533603297,0.28340936,,,
741,48141,"El Paso, TX",El Paso,TX,2014,843522,26603537,31539,FALSE,FALSE,0.041337868,0.006202867,0.047776469,0.524670875,0.518654906,0.275341821,,,
669,48141,"El Paso, TX",El Paso,TX,2013,838322,25390470,30287,FALSE,FALSE,-0.017803866,0.001005397,-0.016802225,0.521436474,0.498065922,0.262786795,,,
812,48141,"El Paso, TX",El Paso,TX,2012,837480,25824377,30836,FALSE,FALSE,0,0,0,0.520912749,0.507094159,0.267277655,,,
201,36029,"Erie, NY",Erie,NY,2022,950312,54594961,57450,FALSE,FALSE,-0.007772021,-0.004231152,-0.011977512,0.591094279,0.944758056,0.565048022,,,
123,36029,"Erie, NY",Erie,NY,2021,954350,55256800,57900,FALSE,FALSE,0.050873913,0.001839181,0.052799084,0.593605916,0.952158249,0.571897936,,,
46,36029,"Erie, NY",Erie,NY,2020,952598,52485608,55097,FALSE,FALSE,0.096675955,0.000520953,0.097244346,0.592516171,0.906063265,0.543216598,,,
431,36029,"Erie, NY",Erie,NY,2019,952102,47834020,50240,FALSE,FALSE,0.038316869,0.002633738,0.041053474,0.592207659,0.826190509,0.495073499,,,
355,36029,"Erie, NY",Erie,NY,2018,949601,45947707,48386,FALSE,FALSE,0.023197784,0.004480809,0.027793804,0.590652037,0.795701711,0.475550499,,,
279,36029,"Erie, NY",Erie,NY,2017,945365,44705180,47289,FALSE,FALSE,0.044829872,0.004269418,0.049287023,0.588017244,0.777661683,0.462690568,,,
580,36029,"Erie, NY",Erie,NY,2016,941346,42605292,45260,FALSE,FALSE,0.017741899,0.001800663,0.019568571,0.585517425,0.744295032,0.440957105,,,
506,36029,"Erie, NY",Erie,NY,2015,939654,41787569,44471,FALSE,FALSE,0.039527817,0.002647323,0.042284622,0.584465,0.731320026,0.432493819,,,
723,36029,"Erie, NY",Erie,NY,2014,937173,40092282,42780,FALSE,FALSE,0.020953654,0.004835616,0.025898431,0.582921818,0.703511743,0.414947904,,,
652,36029,"Erie, NY",Erie,NY,2013,932663,39080167,41902,FALSE,FALSE,0.003016086,0.004959809,0.007992251,0.580116597,0.689073143,0.404472696,,,
795,36029,"Erie, NY",Erie,NY,2012,928060,38770305,41776,FALSE,FALSE,0,0,0,0.57725353,0.687001089,0.40126568,,,
198,34013,"Essex, NJ",Essex,NJ,2022,849477,64504533,75934,FALSE,FALSE,0.014170662,-0.005437169,0.008659807,0.528374886,1.248725121,0.667610309,,,
120,34013,"Essex, NJ",Essex,NJ,2021,854121,63950732,74873,FALSE,FALSE,0.103393902,-0.006748271,0.095952274,0.531263455,1.231277109,0.661878568,,,
43,34013,"Essex, NJ",Essex,NJ,2020,859924,58351749,67857,FALSE,FALSE,0.074826161,0.001701879,0.07665552,0.534872922,1.115899868,0.603930102,,,
428,34013,"Essex, NJ",Essex,NJ,2019,858463,54197232,63133,FALSE,FALSE,0.062487378,0.009393585,0.072472403,0.53396418,1.038214279,0.560931598,,,
352,34013,"Essex, NJ",Essex,NJ,2018,850474,50534850,59420,FALSE,FALSE,0.010252138,0.011526161,0.021895565,0.52899502,0.977154459,0.523026604,,,
276,34013,"Essex, NJ",Essex,NJ,2017,840783,49452069,58817,FALSE,FALSE,0.025687081,0.012610922,0.038624918,0.522967216,0.9672382,0.511820015,,,
577,34013,"Essex, NJ",Essex,NJ,2016,830312,47613020,57344,FALSE,FALSE,0,0,0,0.516454252,0.943014899,0.492786189,,,
228,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2022,1177752,119424465,101400,FALSE,FALSE,0.042373404,-0.002397123,0.039876773,0.73256201,1.667510302,1.236021722,,,
150,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2021,1180582,114844824,97278,FALSE,FALSE,0.101788404,-0.005750331,0.095459955,0.734322271,1.599724528,1.188623262,,,
73,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2020,1187410,104837081,88291,FALSE,FALSE,0.032655353,-0.00151277,0.03108427,0.738569289,1.451934439,1.085044923,,,
457,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2019,1189209,101676540,85499,FALSE,FALSE,0.043243243,0.002259534,0.045598898,0.739688267,1.406020348,1.052333892,,,
381,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2018,1186528,97242394,81955,FALSE,FALSE,0.0525944,0.000329642,0.052941423,0.738020684,1.347739712,1.006441279,,,
305,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2017,1186137,92353090,77860,FALSE,FALSE,0.02571534,0.004124392,0.029948931,0.737777482,1.28039795,0.955837862,,,
604,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2016,1181265,89667640,75908,FALSE,FALSE,0.011850331,0.003182969,0.015079621,0.734747097,1.248297554,0.928043938,,,
530,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2015,1177517,88335573,75019,FALSE,FALSE,0.035530402,0.003725879,0.039383636,0.73241584,1.233678061,0.914257284,,,
747,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2014,1173146,84988420,72445,FALSE,FALSE,0.038503992,0.003971742,0.042625312,0.729697077,1.191348953,0.879614853,,,
674,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2013,1168505,81513866,69759,FALSE,FALSE,-0.033152694,0.01040929,-0.023093099,0.726810374,1.147178019,0.843653844,,,
817,51919,"Fairfax, Fairfax City + Falls Church, VA*",Fairfax,Fairfax City + Falls Church,2012,1156467,83440772,72151,FALSE,FALSE,0,0,0,0.719322736,1.18651416,0.863596975,,,
169,9001,"Fairfield, CT",Fairfield,CT,2022,962946,120546115,125185,FALSE,FALSE,0.043364838,-0.00010799,0.043246889,0.59895263,2.058651649,1.247630598,,,
92,9001,"Fairfield, CT",Fairfield,CT,2021,963050,115548981,119982,FALSE,FALSE,0.035586359,0.008153793,0.044034549,0.599017318,1.973088965,1.19591116,,,
15,9001,"Fairfield, CT",Fairfield,CT,2020,955261,110675438,115859,FALSE,FALSE,0.019580407,-0.001918301,0.01762154,0.594172558,1.905286746,1.145470867,,,
400,9001,"Fairfield, CT",Fairfield,CT,2019,957097,108758938,113634,FALSE,FALSE,0.006519159,0.000256048,0.006775547,0.59531455,1.8686969,1.125635437,,,
324,9001,"Fairfield, CT",Fairfield,CT,2018,956852,108026996,112898,FALSE,FALSE,0.055397674,0.002936953,0.058496777,0.59516216,1.856593472,1.118059969,,,
248,9001,"Fairfield, CT",Fairfield,CT,2017,954050,102056991,106972,FALSE,FALSE,0.031472982,0.00039951,0.031885327,0.593419316,1.759141144,1.056271491,,,
549,9001,"Fairfield, CT",Fairfield,CT,2016,953669,98903423,103708,FALSE,FALSE,0.024387835,0.001208376,0.025629001,0.593182334,1.705465073,1.02363263,,,
476,9001,"Fairfield, CT",Fairfield,CT,2015,952518,96431968,101239,FALSE,FALSE,0.015253013,0.002293921,0.017580301,0.592466411,1.664862677,0.998053516,,,
693,9001,"Fairfield, CT",Fairfield,CT,2014,950338,94765954,99718,FALSE,FALSE,0.048746884,0.006061748,0.055104104,0.591110451,1.639850023,0.980810571,,,
623,9001,"Fairfield, CT",Fairfield,CT,2013,944612,89816686,95083,FALSE,FALSE,-0.065330437,0.006685217,-0.059084291,0.587548878,1.563628028,0.929586537,,,
766,9001,"Fairfield, CT",Fairfield,CT,2012,938339,95456676,101729,FALSE,FALSE,0,0,0,0.58364707,1.672920666,0.987959419,,,
222,48157,"Fort Bend, TX",Fort Bend,TX,2022,889146,62587149,70390,FALSE,FALSE,0.043804496,0.033741647,0.079019644,0.553049013,1.157554735,0.647765729,,,
144,48157,"Fort Bend, TX",Fort Bend,TX,2021,860124,58003716,67436,FALSE,FALSE,0.059398319,0.037498975,0.099137041,0.534997322,1.108976575,0.600328023,,,
67,48157,"Fort Bend, TX",Fort Bend,TX,2020,829036,52772051,63655,FALSE,FALSE,0,0,0,0.515660579,1.046798504,0.546181231,,,
211,39049,"Franklin, OH",Franklin,OH,2022,1321820,78612180,59473,FALSE,FALSE,0.001380681,0.003233249,0.004614479,0.822172339,0.978026037,0.813621917,,,
133,39049,"Franklin, OH",Franklin,OH,2021,1317560,78251092,59391,FALSE,FALSE,0.09271048,-0.005132302,0.087091846,0.819522618,0.976677558,0.809884721,,,
56,39049,"Franklin, OH",Franklin,OH,2020,1324357,71982043,54352,FALSE,FALSE,0.071397595,0.004304301,0.076014259,0.823750353,0.893811834,0.745001192,,,
441,39049,"Franklin, OH",Franklin,OH,2019,1318681,66896923,50730,FALSE,FALSE,0.02348384,0.007763721,0.031443832,0.82021988,0.834248497,0.692371115,,,
365,39049,"Franklin, OH",Franklin,OH,2018,1308522,64857553,49566,FALSE,FALSE,0.027338487,0.009425258,0.037019193,0.81390098,0.815106663,0.671264002,,,
289,39049,"Franklin, OH",Franklin,OH,2017,1296304,62542288,48247,FALSE,FALSE,0.016732346,0.01659819,0.033602316,0.806301381,0.793415873,0.647301426,,,
590,39049,"Franklin, OH",Franklin,OH,2016,1275139,60509044,47453,FALSE,FALSE,0.007173936,0.013765837,0.021029387,0.793136746,0.780358643,0.626257717,,,
516,39049,"Franklin, OH",Franklin,OH,2015,1257824,59262784,47115,FALSE,FALSE,0.037729615,0.015440406,0.053763695,0.782366812,0.774800275,0.61335915,,,
733,39049,"Franklin, OH",Franklin,OH,2014,1238698,56239159,45402,FALSE,FALSE,0.034379058,0.016044956,0.05096698,0.770470436,0.746630205,0.582065175,,,
662,39049,"Franklin, OH",Franklin,OH,2013,1219137,53511823,43893,FALSE,FALSE,-0.004987192,0.0166066,0.011533528,0.75830349,0.721814888,0.553837738,,,
805,39049,"Franklin, OH",Franklin,OH,2012,1199222,52901680,44113,FALSE,FALSE,0,0,0,0.745916355,0.725432761,0.547522868,,,
159,6019,"Fresno, CA",Fresno,CA,2022,1015190,51316407,50549,FALSE,FALSE,-0.022111739,0.00216981,-0.020004892,0.63144841,0.831271975,0.531115578,,,
82,6019,"Fresno, CA",Fresno,CA,2021,1012992,52363942,51692,FALSE,FALSE,0.074789479,0.003456156,0.078501124,0.630081253,0.850068467,0.541957377,,,
4,6019,"Fresno, CA",Fresno,CA,2020,1009503,48552515,48095,FALSE,FALSE,0.128407864,0.004631542,0.133643346,0.627911094,0.790916252,0.502509793,,,
389,6019,"Fresno, CA",Fresno,CA,2019,1004849,42828739,42622,FALSE,FALSE,0.049647835,0.007366409,0.057375898,0.625016305,0.700913453,0.443269742,,,
313,6019,"Fresno, CA",Fresno,CA,2018,997501,40504743,40606,FALSE,FALSE,0.02540404,0.007444477,0.033049979,0.620445848,0.667760585,0.419216801,,,
237,6019,"Fresno, CA",Fresno,CA,2017,990130,39208890,39600,FALSE,FALSE,0.013513514,0.009468386,0.02311507,0.615861084,0.651217041,0.405804956,,,
538,6019,"Fresno, CA",Fresno,CA,2016,980843,38323050,39072,FALSE,FALSE,0.020263213,0.00834459,0.028777988,0.610084568,0.642534147,0.396636671,,,
465,6019,"Fresno, CA",Fresno,CA,2015,972726,37251040,38296,FALSE,FALSE,0.052521644,0.009943425,0.0629607,0.605035792,0.629772924,0.385541561,,,
682,6019,"Fresno, CA",Fresno,CA,2014,963149,35044607,36385,FALSE,FALSE,0.056904665,0.010148164,0.067639637,0.599078896,0.598346769,0.362705376,,,
612,6019,"Fresno, CA",Fresno,CA,2013,953473,32824378,34426,FALSE,FALSE,0.034186494,0.007493811,0.041944811,0.593060422,0.566131259,0.339726405,,,
755,6019,"Fresno, CA",Fresno,CA,2012,946381,31502991,33288,FALSE,FALSE,0,0,0,0.588649196,0.547416991,0.326050288,,,
180,13121,"Fulton, GA",Fulton,GA,2022,1074634,108123538,100614,FALSE,TRUE,-0.010561718,0.011390726,0.000711285,0.668422591,1.654584631,1.119059161,0.458438068,1.653589328,0.783873168
102,13121,"Fulton, GA",Fulton,GA,2021,1062531,108046686,101688,FALSE,TRUE,0.093431112,-0.006395354,0.086444183,0.660894522,1.672246426,1.118263757,0.453274937,1.671240499,0.783316007
25,13121,"Fulton, GA",Fulton,GA,2020,1069370,99449827,92999,FALSE,TRUE,-0.003300931,0.011092642,0.007747428,0.665148382,1.529356909,1.029287813,0.456192449,1.528436937,0.720990567
410,13121,"Fulton, GA",Fulton,GA,2019,1057638,98685270,93307,FALSE,TRUE,0.06503898,0.012052136,0.077872312,0.657851075,1.534421931,1.021374786,0.451187587,1.533498911,0.715447687
334,13121,"Fulton, GA",Fulton,GA,2018,1045043,91555622,87609,FALSE,TRUE,0.050757403,0.010308591,0.061591299,0.650016982,1.440719034,0.947584212,0.445814569,1.439852381,0.663759222
258,13121,"Fulton, GA",Fulton,GA,2017,1034380,86243757,83377,FALSE,TRUE,0.077932488,0.015040435,0.094148701,0.643384594,1.371124324,0.892607365,0.441265741,1.370299535,0.625249305
559,13121,"Fulton, GA",Fulton,GA,2016,1019053,78822702,77349,FALSE,TRUE,0.045567601,0.017175294,0.063527363,0.633851196,1.271994619,0.815800781,0.434727254,1.271229461,0.5714482
486,13121,"Fulton, GA",Fulton,GA,2015,1001846,74114409,73978,FALSE,TRUE,0.052872778,0.012768711,0.066307459,0.623148439,1.216558946,0.767070796,0.427386761,1.215827135,0.537314054
703,13121,"Fulton, GA",Fulton,GA,2014,989215,69505665,70263,FALSE,TRUE,0.109421629,0.009911108,0.120418107,0.615291954,1.155466236,0.719371125,0.421998386,1.154771175,0.503901619
633,13121,"Fulton, GA",Fulton,GA,2013,979507,62035471,63333,FALSE,TRUE,-0.019734398,0.007854936,-0.012034534,0.609253575,1.041503254,0.642055961,0.41785696,1.040876746,0.449744265
776,13121,"Fulton, GA",Fulton,GA,2012,971873,62791133,64608,FALSE,TRUE,0,0,0,0.604505226,1.062470469,0.649876927,0.414600301,1.061831349,0.455222658
181,13135,"Gwinnett, GA",Gwinnett,GA,2022,975353,49612195,50866,FALSE,FALSE,0.014864029,0.010576649,0.025601698,0.606669787,0.836485,0.51347729,,,
103,13135,"Gwinnett, GA",Gwinnett,GA,2021,965145,48373745,50121,FALSE,FALSE,0.091152523,0.007452988,0.099281775,0.600320408,0.824233569,0.500659556,,,
26,13135,"Gwinnett, GA",Gwinnett,GA,2020,958005,44004864,45934,FALSE,FALSE,0.07375114,0.007272723,0.081553118,0.595879327,0.755378878,0.455442424,,,
411,13135,"Gwinnett, GA",Gwinnett,GA,2019,951088,40686734,42779,FALSE,FALSE,0.038552111,0.011605262,0.05059991,0.591576951,0.703495298,0.421100375,,,
335,13135,"Gwinnett, GA",Gwinnett,GA,2018,940177,38727144,41191,FALSE,FALSE,0.038865069,0.011795966,0.051126372,0.584790307,0.677380837,0.400818971,,,
259,13135,"Gwinnett, GA",Gwinnett,GA,2017,929216,36843471,39650,FALSE,FALSE,0.028774552,0.016380819,0.045637552,0.577972562,0.652039285,0.381323295,,,
560,13135,"Gwinnett, GA",Gwinnett,GA,2016,914240,35235413,38541,FALSE,FALSE,0.016832441,0.02036967,0.037548876,0.568657487,0.633801919,0.364680184,,,
487,13135,"Gwinnett, GA",Gwinnett,GA,2015,895989,33960244,37903,FALSE,FALSE,0.042723521,0.021738436,0.065388101,0.557305361,0.623310089,0.351482414,,,
704,13135,"Gwinnett, GA",Gwinnett,GA,2014,876926,31875937,36350,FALSE,FALSE,0.040980555,0.02216907,0.064056594,0.54544817,0.597771198,0.329910212,,,
634,13135,"Gwinnett, GA",Gwinnett,GA,2013,857907,29956994,34919,FALSE,FALSE,0.016357656,0.021489321,0.038199202,0.533618348,0.574238582,0.310049497,,,
777,13135,"Gwinnett, GA",Gwinnett,GA,2012,839859,28854765,34357,FALSE,FALSE,0,0,0,0.522392488,0.564996563,0.298641625,,,
212,39061,"Hamilton, OH",Hamilton,OH,2022,825037,59210201,71767,FALSE,FALSE,0.031787337,-0.00297764,0.028704994,0.513173201,1.180199328,0.612814925,,,
134,39061,"Hamilton, OH",Hamilton,OH,2021,827501,57557999,69556,FALSE,FALSE,0.103678081,-0.003395077,0.099941259,0.514705809,1.14383971,0.595714932,,,
57,39061,"Hamilton, OH",Hamilton,OH,2020,830320,52328248,63022,FALSE,FALSE,0.057646802,0.000741227,0.058423238,0.516459228,1.036388898,0.54158795,,,
442,39061,"Hamilton, OH",Hamilton,OH,2019,829705,49439814,59587,FALSE,FALSE,0.03016839,0.004889374,0.035201355,0.516076698,0.979900753,0.511693178,,,
366,39061,"Hamilton, OH",Hamilton,OH,2018,825668,47758645,57842,FALSE,FALSE,0.040136666,0.002877448,0.043142391,0.513565683,0.951204447,0.494293381,,,
290,39061,"Hamilton, OH",Hamilton,OH,2017,823299,45783438,55610,FALSE,FALSE,0,0,0,0.512092164,0.914499486,0.473850344,,,
223,48201,"Harris, TX",Harris,TX,2022,4780913,330617356,69154,FALSE,TRUE,0.045570003,0.009635319,0.055633664,2.973728967,1.13722887,3.421830139,2.039533942,1.136544779,2.396907084
145,48201,"Harris, TX",Harris,TX,2021,4735287,313193267,66140,FALSE,TRUE,0.119139072,0.00016517,0.119325205,2.945349585,1.087664018,3.241493954,2.020069924,1.087009742,2.270586062
68,48201,"Harris, TX",Harris,TX,2020,4734505,279805427,59099,FALSE,TRUE,0.007157586,0.00647592,0.013685632,2.944863181,0.971875654,2.895935818,2.019736323,0.97129103,2.028531165
452,48201,"Harris, TX",Harris,TX,2019,4704042,276027812,58679,FALSE,TRUE,0.018343688,0.006762412,0.025227325,2.925915188,0.964968807,2.856838182,2.00674083,0.964388338,2.001144241
376,48201,"Harris, TX",Harris,TX,2018,4672445,269235715,57622,FALSE,TRUE,0.070523539,0.0044046,0.075232209,2.906261847,0.947586574,2.786541201,1.993261573,0.947016561,1.951902951
300,48201,"Harris, TX",Harris,TX,2017,4651955,250397740,53826,FALSE,TRUE,0.069355319,0.006996224,0.076845095,2.893517062,0.88516183,2.591571549,1.984520554,0.884629368,1.815331549
599,48201,"Harris, TX",Harris,TX,2016,4619635,232529025,50335,FALSE,TRUE,-0.061106862,0.014414609,-0.04757657,2.873414015,0.827752772,2.406633565,1.970732866,0.827254844,1.685787081
525,48201,"Harris, TX",Harris,TX,2015,4553991,244144587,53611,FALSE,TRUE,-0.014268116,0.022684829,0.008096872,2.832583432,0.881626182,2.526852541,1.942729185,0.881095846,1.76999749
742,48201,"Harris, TX",Harris,TX,2014,4452976,242183657,54387,FALSE,TRUE,0.048929605,0.023439252,0.073507686,2.769752079,0.894387404,2.506557268,1.89963626,0.893849393,1.755781155
670,48201,"Harris, TX",Harris,TX,2013,4350992,225600301,51850,FALSE,TRUE,-0.021254908,0.020977597,-0.000715214,2.706318008,0.852666757,2.334922518,1.856129962,0.852153842,1.635555272
813,48201,"Harris, TX",Harris,TX,2012,4261594,225761769,52976,FALSE,TRUE,0,0,0,2.650712432,0.871183686,2.336593683,1.817992841,0.870659632,1.636725882
170,9003,"Hartford, CT",Hartford,CT,2022,898783,63219541,70339,FALSE,FALSE,0.012261286,0.000576667,0.01285249,0.559043229,1.156716047,0.654310873,,,
93,9003,"Hartford, CT",Hartford,CT,2021,898265,62417323,69487,FALSE,FALSE,0.045923897,0.001783273,0.047780487,0.558721033,1.142705013,0.646008061,,,
16,9003,"Hartford, CT",Hartford,CT,2020,896666,59570992,66436,FALSE,FALSE,0.046055014,-0.003402143,0.042503729,0.557726455,1.092531701,0.616549047,,,
401,9003,"Hartford, CT",Hartford,CT,2019,899727,57142234,63511,FALSE,FALSE,0.026573133,-0.000576509,0.025976203,0.559630397,1.044430442,0.591411839,,,
325,9003,"Hartford, CT",Hartford,CT,2018,900246,55695477,61867,FALSE,FALSE,0.0365065,0.000592411,0.037125942,0.559953216,1.017395068,0.576438164,,,
249,9003,"Hartford, CT",Hartford,CT,2017,899713,53701749,59688,FALSE,FALSE,0.019680197,-0.000262237,0.019411391,0.559621689,0.981561686,0.555803438,,,
550,9003,"Hartford, CT",Hartford,CT,2016,899949,52679173,58536,FALSE,FALSE,0.014875689,-0.001534396,0.013307896,0.559768482,0.96261719,0.545219961,,,
477,9003,"Hartford, CT",Hartford,CT,2015,901332,51987331,57678,FALSE,FALSE,0.034249032,-0.000165284,0.034083051,0.560628708,0.948507487,0.538059521,,,
694,9003,"Hartford, CT",Hartford,CT,2014,901481,50273845,55768,FALSE,FALSE,0.035521307,0.000765993,0.036308786,0.560721386,0.917097776,0.520325249,,,
624,9003,"Hartford, CT",Hartford,CT,2013,900791,48512418,53855,FALSE,FALSE,0.005245082,0.001056855,0.006311526,0.560292206,0.885638731,0.502094796,,,
767,9003,"Hartford, CT",Hartford,CT,2012,899840,48208151,53574,FALSE,FALSE,0,0,0,0.559700683,0.881017721,0.498945688,,,
194,27053,"Hennepin, MN",Hennepin,MN,2022,1260121,113223114,89851,FALSE,TRUE,0.039148336,-0.005222083,0.033722153,0.783795547,1.477588443,1.171838855,0.537566684,1.476699612,0.820844034
116,27053,"Hennepin, MN",Hennepin,MN,2021,1266736,109529542,86466,FALSE,TRUE,0.113219693,-0.011573323,0.100342239,0.787910078,1.421922542,1.13361105,0.540388639,1.421067196,0.794066405
39,27053,"Hennepin, MN",Hennepin,MN,2020,1281568,99541341,77672,FALSE,TRUE,0.024845294,0.003463193,0.028393241,0.797135586,1.277306313,1.030234967,0.546715959,1.27653796,0.721654024
424,27053,"Hennepin, MN",Hennepin,MN,2019,1277145,96793072,75789,FALSE,TRUE,0.034069203,0.006700062,0.040998084,0.794384479,1.246340614,1.001790877,0.54482911,1.245590888,0.701729645
348,27053,"Hennepin, MN",Hennepin,MN,2018,1268645,92981028,73292,FALSE,TRUE,0.056765914,0.008489101,0.06572482,0.789097477,1.205277762,0.962336908,0.541203017,1.204552737,0.674093119
272,27053,"Hennepin, MN",Hennepin,MN,2017,1257966,87246751,69355,FALSE,TRUE,0.031224444,0.011160849,0.042745305,0.782455136,1.14053429,0.902988173,0.536647363,1.139848211,0.632520803
573,27053,"Hennepin, MN",Hennepin,MN,2016,1244081,83670241,67255,FALSE,TRUE,0.014679702,0.011919374,0.026775383,0.773818663,1.106000053,0.865971938,0.530724032,1.105334747,0.606591849
500,27053,"Hennepin, MN",Hennepin,MN,2015,1229427,81488359,66282,FALSE,TRUE,0.045671825,0.010299171,0.056433071,0.764703872,1.08999919,0.843389852,0.524472647,1.089343509,0.590773659
717,27053,"Hennepin, MN",Hennepin,MN,2014,1216894,77135373,63387,FALSE,TRUE,0.053605266,0.011962488,0.066209279,0.756908343,1.042391277,0.79833723,0.519126078,1.041764235,0.559215415
646,27053,"Hennepin, MN",Hennepin,MN,2013,1202509,72345434,60162,FALSE,TRUE,-0.01874052,0.012837887,-0.006134522,0.74796087,0.989356556,0.748762223,0.512989448,0.988761417,0.524489353
789,27053,"Hennepin, MN",Hennepin,MN,2012,1187267,72791978,61311,FALSE,TRUE,0,0,0,0.738480342,1.008251717,0.753383873,0.506487222,1.007645211,0.527726705
224,48215,"Hidalgo, TX",Hidalgo,TX,2022,888367,29782422,33525,FALSE,FALSE,-0.031461258,0.008782319,-0.022944246,0.552564475,0.551314427,0.308242708,,,
146,48215,"Hidalgo, TX",Hidalgo,TX,2021,880633,30481804,34614,FALSE,FALSE,0.105525391,0.008967629,0.115429673,0.547753925,0.569222895,0.315481186,,,
